"Reporting.Year" "County" "Agency.Name" "Agency.Report.Number" "Rec.Seq.Nbr" "Report.Date" "Victim.Age" "Victim.Sex" "Victim.Race" "Offender.Age" "Offender.Sex" "Offender.Race" "Weapon.Type" "Justifiable.Circumstance" "Justifiable.Code" "Situation.Code" "Victim.Relationship" "Circumstance.Code"
"2009" "Hillsborough" "Hillsborough County Sheriffs Office" "2009-700229" 2 "" "21" "M-MALE" "W-WHITE" "18" "M-MALE" "B-BLACK" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2009" "Hillsborough" "Hillsborough County Sheriffs Office" "2009-700229" 3 "" "22" "M-MALE" "B-BLACK" "19" "M-MALE" "W-WHITE" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2009" "Lee" "Fort Myers Police Department" "2009-01421" 1 "2/7/2009" "25" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
"2009" "Lee" "Fort Myers Police Department" "2009-01421" 2 "" "25" "M-MALE" "B-BLACK" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2009" "Lee" "Lee County Sheriffs Office" "9388214" 1 "9/30/2009" "36" "F-FEMALE" "W-WHITE" "18" "M-MALE" "B-BLACK" "3-SHOTGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "U-UNKNOWN"
"2009" "Lee" "Lee County Sheriffs Office" "9388214" 2 "" "55" "M-MALE" "B-BLACK" "" "" "" "3-SHOTGUN" "" "" "" "Z-OTHER" ""
"2009" "Leon" "Tallahassee Police Department" "00-09-025039" 1 "8/20/2009" "26" "M-MALE" "B-BLACK" "23" "M-MALE" "B-BLACK" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "Z-OTHER"
"2009" "Leon" "Tallahassee Police Department" "00-09-025039" 2 "" "25" "M-MALE" "B-BLACK" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2009" "Manatee" "Manatee County Sheriffs Office" "2009033247" 1 "7/3/2009" "18" "M-MALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "G-GANGLAND"
"2009" "Manatee" "Manatee County Sheriffs Office" "2009033247" 2 "" "18" "M-MALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "U-UNKNOWN" ""
"2009" "Manatee" "Manatee County Sheriffs Office" "2009034686" 1 "7/12/2009" "1" "F-FEMALE" "W-WHITE" "21" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "F-OTHER FELONY INVOLVED"
"2009" "Manatee" "Manatee County Sheriffs Office" "2009034686" 5 "" "19" "F-FEMALE" "W-WHITE" "21" "M-MALE" "W-WHITE" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2009" "Miami-Dade" "Miami Gardens Police Department" "2009020540" 1 "8/26/2009" "29" "F-FEMALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "Z-OTHER" "U-UNKNOWN"
"2009" "Miami-Dade" "Miami Gardens Police Department" "2009020540" 2 "" "44" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "" "" "" "Z-OTHER" ""
"2009" "Miami-Dade" "Miami Police Department" "90123023998" 1 "1/23/2009" "10" "M-MALE" "B-BLACK" "UK" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "U-UNKNOWN"
"2009" "Miami-Dade" "Miami Police Department" "90123023998" 2 "" "16" "M-MALE" "B-BLACK" "UK" "M-MALE" "B-BLACK" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2009" "Miami-Dade" "Miami Police Department" "90315077327" 1 "3/15/2009" "50" "F-FEMALE" "W-WHITE" "48" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "S-SPOUSE" "Z-OTHER"
"2009" "Miami-Dade" "Miami Police Department" "90315077327" 2 "" "27" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Miami-Dade" "Miami Police Department" "90315077327" 3 "" "19" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Miami-Dade" "Miami Police Department" "90315077327" 4 "" "77" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Miami-Dade" "Miami Police Department" "90706206984" 1 "7/6/2009" "21" "F-FEMALE" "B-BLACK" "18" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "U-UNKNOWN"
"2009" "Miami-Dade" "Miami Police Department" "90706206984" 2 "" "17" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Miami-Dade" "Miami Police Department" "91021333781" 1 "10/21/2009" "20" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "U-UNKNOWN"
"2009" "Miami-Dade" "Miami Police Department" "91021333781" 2 "" "21" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "2-RIFLE" "" "" "" "U-UNKNOWN" ""
"2009" "Miami-Dade" "Miami Police Department" "91114361395" 1 "11/14/2009" "18" "M-MALE" "B-BLACK" "21" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "F-OTHER FELONY INVOLVED"
"2009" "Miami-Dade" "Miami Police Department" "91114361395" 2 "" "16" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Miami-Dade" "Miami Police Department" "91120368334" 1 "11/20/2009" "32" "M-MALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2009" "Miami-Dade" "Miami Police Department" "91120368334" 2 "" "39" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2009" "Miami-Dade" "Miami-Dade Police Department" "90225086683" 1 "2/25/2009" "47" "M-MALE" "W-WHITE" "54" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "S-SPOUSE" "Z-OTHER"
"2009" "Miami-Dade" "Miami-Dade Police Department" "90225086683" 2 "" "14" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "C-CHILD" ""
"2009" "Miami-Dade" "Miami-Dade Police Department" "90225086683" 3 "" "13" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "C-CHILD" ""
"2009" "Miami-Dade" "Miami-Dade Police Department" "90405149442" 1 "4/5/2009" "57" "F-FEMALE" "W-WHITE" "68" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "S-SPOUSE" "Z-OTHER"
"2009" "Miami-Dade" "Miami-Dade Police Department" "90405149442" 2 "" "27" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Miami-Dade" "Miami-Dade Police Department" "90602244463" 1 "6/2/2009" "40" "M-MALE" "B-BLACK" "39" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "F-OTHER FELONY INVOLVED"
"2009" "Miami-Dade" "Miami-Dade Police Department" "90602244463" 2 "" "23" "F-FEMALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2009" "Miami-Dade" "Miami-Dade Police Department" "90624280290" 1 "6/24/2009" "31" "M-MALE" "W-WHITE" "27" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "B-SIBLING" "Z-OTHER"
"2009" "Miami-Dade" "Miami-Dade Police Department" "90624280290" 2 "" "23" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Miami-Dade" "Miami-Dade Police Department" "90804345484" 1 "8/4/2009" "51" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "Z-OTHER"
"2009" "Miami-Dade" "Miami-Dade Police Department" "90804345484" 2 "" "17" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2009" "Okaloosa" "Okaloosa County Sheriffs Office" "1005758" 1 "4/23/2009" "44" "M-MALE" "W-WHITE" "28" "M-MALE" "W-WHITE" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
"2009" "Okaloosa" "Okaloosa County Sheriffs Office" "1005758" 2 "" "44" "M-MALE" "W-WHITE" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2009" "Orange" "Orange County Sheriffs Office" "90039913" 1 "4/26/2009" "21" "M-MALE" "W-WHITE" "20" "M-MALE" "B-BLACK" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
"2009" "Orange" "Orange County Sheriffs Office" "90039913" 2 "" "24" "M-MALE" "W-WHITE" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2009" "Orange" "Orlando Police Department" "200900490043" 1 "10/15/2009" "44" "F-FEMALE" "B-BLACK" "32" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "Z-OTHER"
"2009" "Orange" "Orlando Police Department" "200900490043" 2 "" "49" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Orange" "Orlando Police Department" "200900599905" 1 "12/20/2009" "31" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "D-DRUG RELATED ARGUMENT"
"2009" "Orange" "Orlando Police Department" "200900599905" 2 "" "21" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2009" "Palm Beach" "Jupiter Police Department" "109045629" 1 "11/26/2009" "6" "F-FEMALE" "W-WHITE" "35" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "O-OTHER FAMILY" "Z-OTHER"
"2009" "Palm Beach" "Jupiter Police Department" "109045629" 2 "" "76" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "O-OTHER FAMILY" ""
"2009" "Palm Beach" "Jupiter Police Department" "109045629" 3 "" "33" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "B-SIBLING" ""
"2009" "Palm Beach" "Jupiter Police Department" "109045629" 4 "" "33" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "B-SIBLING" ""
"2009" "Palm Beach" "Lake Worth Police Department" "9123848" 1 "8/29/2009" "29" "F-FEMALE" "B-BLACK" "25" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "S-SPOUSE" "U-UNKNOWN"
"2009" "Palm Beach" "Lake Worth Police Department" "9123848" 2 "" "25" "F-FEMALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Palm Beach" "Lake Worth Police Department" "9123848" 3 "" "26" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Palm Beach" "West Palm Beach Police Department" "20090011813" 1 "6/29/2009" "28" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2009" "Palm Beach" "West Palm Beach Police Department" "20090011813" 2 "" "36" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2009" "Palm Beach" "West Palm Beach Police Department" "20090016341" 1 "9/6/2009" "22" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2009" "Palm Beach" "West Palm Beach Police Department" "20090016341" 2 "" "27" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2009" "Pasco" "Pasco County Sheriffs Office" "109062072" 1 "10/21/2009" "46" "F-FEMALE" "W-WHITE" "47" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "S-SPOUSE" "A-DRINKING ARGUMENT"
"2009" "Pasco" "Pasco County Sheriffs Office" "109062072" 2 "10/21/2009" "37" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Pinellas" "Pinellas County Sheriffs Office" "SO0969852" 1 "3/29/2009" "15" "F-FEMALE" "W-WHITE" "57" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "U-UNKNOWN"
"2009" "Pinellas" "Pinellas County Sheriffs Office" "SO0969852" 2 "" "29" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2009" "Polk" "Polk County Sheriffs Office" "90000042466" 1 "5/3/2009" "31" "F-FEMALE" "W-WHITE" "35" "M-MALE" "W-WHITE" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "S-SPOUSE" "Z-OTHER"
"2009" "Polk" "Polk County Sheriffs Office" "90000042466" 2 "" "7" "M-MALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "C-CHILD" ""
"2009" "Polk" "Polk County Sheriffs Office" "90000042466" 3 "" "1" "M-MALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "C-CHILD" ""
"2009" "Sarasota" "Sarasota County Sheriffs Office" "200900048313" 1 "6/28/2009" "60" "M-MALE" "W-WHITE" "66" "M-MALE" "W-WHITE" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "Z-OTHER"
"2009" "Sarasota" "Sarasota County Sheriffs Office" "200900048313" 2 "" "58" "F-FEMALE" "W-WHITE" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2009" "Seminole" "Seminole County Sheriffs Office" "200900005575" 1 "6/15/2009" "9" "M-MALE" "W-WHITE" "41" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "C-CHILD" "M-MONEY ARGUMENT"
"2009" "Seminole" "Seminole County Sheriffs Office" "200900005575" 2 "" "11" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "C-CHILD" ""
"2009" "Seminole" "Seminole County Sheriffs Office" "200900005575" 3 "" "40" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "S-SPOUSE" ""
"2009" "Volusia" "Volusia County Sheriffs Office" "9-36048" 2 "11/15/2009" "43" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2009" "Volusia" "Volusia County Sheriffs Office" "9-36048" 3 "11/15/2009" "26" "M-MALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2009" "Volusia" "Volusia County Sheriffs Office" "2775723" 1 "3/25/2009" "26" "M-MALE" "W-WHITE" "" "" "" "4-FIREARM" "" "" "" "Z-OTHER" ""
"2009" "Volusia" "Volusia County Sheriffs Office" "2775723" 2 "3/25/2009" "47" "F-FEMALE" "W-WHITE" "38" "M-MALE" "W-WHITE" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "H=CO-HABITANT" "L-LOVERS QUARREL"
"2009" "Walton" "Walton County Sheriffs Office" "09-001309" 1 "2/26/2009" "22" "F-FEMALE" "W-WHITE" "60" "M-MALE" "W-WHITE" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "U-UNKNOWN"
"2009" "Walton" "Walton County Sheriffs Office" "09-001309" 2 "" "23" "M-MALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "Z-OTHER" ""
"2010" "Alachua" "Alachua County Sheriffs Office" "10010772" 1 "11/4/2010" "38" "F-FEMALE" "B-BLACK" "32" "M-MALE" "W-WHITE" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "D-DRUG RELATED ARGUMENT"
"2010" "Alachua" "Alachua County Sheriffs Office" "10010772" 2 "" "38" "M-MALE" "B-BLACK" "" "" "" "4-FIREARM" "" "" "" "Z-OTHER" ""
"2010" "Bay" "Bay County Sheriffs Office" "2010-033005" 1 "5/11/2010" "65" "M-MALE" "W-WHITE" "26" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "D-DRUG RELATED ARGUMENT"
"2010" "Bay" "Bay County Sheriffs Office" "2010-033005" 2 "" "61" "M-MALE" "W-WHITE" "27" "M-MALE" "W-WHITE" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2010" "Broward" "Pembroke Pines Police Department" "2010-032031" 1 "4/10/2010" "21" "M-MALE" "B-BLACK" "30" "M-MALE" "B-BLACK" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "Z-OTHER"
"2010" "Broward" "Pembroke Pines Police Department" "2010-032031" 2 "" "21" "M-MALE" "B-BLACK" "30" "M-MALE" "B-BLACK" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2010" "Broward" "Wilton Manors Police Department" "1008525" 1 "12/26/2010" "52" "M-MALE" "W-WHITE" "26" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "U-UNKNOWN"
"2010" "Broward" "Wilton Manors Police Department" "1008525" 2 "" "47" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2010" "Clay" "Clay County Sheriffs Office" "2010042662" 1 "10/11/2010" "29" "M-MALE" "W-WHITE" "33" "M-MALE" "W-WHITE" "3-SHOTGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "B-SIBLING" "Z-OTHER"
"2010" "Clay" "Clay County Sheriffs Office" "2010042662" 2 "" "21" "M-MALE" "W-WHITE" "" "" "" "3-SHOTGUN" "" "" "" "Z-OTHER" ""
"2010" "Collier" "Collier County Sheriffs Office" "1000032142" 1 "12/9/2010" "40" "M-MALE" "W-WHITE" "14" "M-MALE" "W-WHITE" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "P-PARENT" "U-UNKNOWN"
"2010" "Collier" "Collier County Sheriffs Office" "1000032142" 2 "" "39" "F-FEMALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "P-PARENT" ""
"2010" "Duval" "Jacksonville Sheriffs Office" "2009- 500379" 1 "1/26/2010" "35" "M-MALE" "W-WHITE" "24" "M-MALE" "B-BLACK" "1-HANDGUN" "2-FELON ATTACKED POLICE OFFICER" "3-FELON KILLED BY POLICE OFFICER" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "Z-OTHER"
"2010" "Duval" "Jacksonville Sheriffs Office" "2009- 500379" 2 "" "33" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2010" "Duval" "Jacksonville Sheriffs Office" "2010- 704206" 1 "9/4/2010" "19" "F-FEMALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
"2010" "Duval" "Jacksonville Sheriffs Office" "2010- 704206" 2 "" "25" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2010" "Duval" "Jacksonville Sheriffs Office" "2010- 932571" 1 "11/23/2010" "20" "F-FEMALE" "B-BLACK" "20" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "F-OTHER FELONY INVOLVED"
"2010" "Duval" "Jacksonville Sheriffs Office" "2010- 932571" 2 "" "33" "F-FEMALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2010" "Duval" "Jacksonville Sheriffs Office" "2010- 988214" 1 "12/15/2010" "29" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "D-DRUG RELATED ARGUMENT"
"2010" "Duval" "Jacksonville Sheriffs Office" "2010- 988214" 2 "" "27" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2010" "Escambia" "Escambia County Sheriffs Office" "10S025363" 1 "9/20/2010" "32" "F-FEMALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "D-DRUG RELATED ARGUMENT"
"2010" "Escambia" "Escambia County Sheriffs Office" "10S025363" 2 "" "36" "F-FEMALE" "W-WHITE" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2010" "Escambia" "Escambia County Sheriffs Office" "10S027826" 1 "10/13/2010" "19" "F-FEMALE" "B-BLACK" "24" "M-MALE" "B-BLACK" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "F-OTHER FELONY INVOLVED"
"2010" "Escambia" "Escambia County Sheriffs Office" "10S027826" 2 "" "22" "M-MALE" "B-BLACK" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2010" "Hendry" "Hendry County Sheriffs Office" "HEND10001972" 1 "4/24/2010" "37" "M-MALE" "W-WHITE" "17" "M-MALE" "W-WHITE" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "Z-OTHER" "U-UNKNOWN"
"2010" "Hendry" "Hendry County Sheriffs Office" "HEND10001972" 3 "" "24" "M-MALE" "W-WHITE" "17" "M-MALE" "W-WHITE" "4-FIREARM" "" "" "" "Z-OTHER" ""
"2010" "Hernando" "Hernando County Sheriffs Office" "201001774" 1 "1/14/2010" "59" "F-FEMALE" "W-WHITE" "55" "M-MALE" "W-WHITE" "3-SHOTGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "U-UNKNOWN"
"2010" "Hernando" "Hernando County Sheriffs Office" "201001774" 2 "" "61" "F-FEMALE" "W-WHITE" "" "" "" "3-SHOTGUN" "" "" "" "B-SIBLING" ""
"2010" "Highlands" "Highlands County Sheriffs Office" "10OFF001455" 1 "3/6/2010" "25" "M-MALE" "B-BLACK" "24" "M-MALE" "B-BLACK" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "Z-OTHER"
"2010" "Highlands" "Highlands County Sheriffs Office" "10OFF001455" 2 "" "24" "M-MALE" "B-BLACK" "19" "M-MALE" "B-BLACK" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2010" "Hillsborough" "Hillsborough County Sheriffs Office" "2010-504577" 1 "10/5/2010" "23" "M-MALE" "W-WHITE" "22" "M-MALE" "W-WHITE" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "Z-OTHER" "G-GANGLAND"
